name;flow;Hm
KSB  32-250 213;0,001462;22,06613
KSB  32-250 213;0,001463;22,06601
KSB  32-250 213;0,001464;22,06588
KSB  32-250 213;0,001465;22,06576
KSB  32-250 213;0,001466;22,06563
KSB  32-250 213;0,001467;22,06551
KSB  32-250 213;0,001468;22,06539
KSB  32-250 213;0,001469;22,06526
KSB  32-250 213;0,001470;22,06514
KSB  32-250 213;0,001471;22,06501
KSB  32-250 213;0,001472;22,06489
KSB  32-250 213;0,001473;22,06477
KSB  32-250 213;0,001474;22,06464
KSB  32-250 213;0,001475;22,06452
KSB  32-250 213;0,001476;22,06439
KSB  32-250 213;0,001477;22,06427
KSB  32-250 213;0,001478;22,06414
KSB  32-250 213;0,001479;22,06402
KSB  32-250 213;0,001480;22,06389
KSB  32-250 213;0,001481;22,06377
KSB  32-250 213;0,001482;22,06364
KSB  32-250 213;0,001483;22,06352
KSB  32-250 213;0,001484;22,06339
KSB  32-250 213;0,001485;22,06327
KSB  32-250 213;0,001486;22,06314
KSB  32-250 213;0,001487;22,06302
KSB  32-250 213;0,001488;22,06289
KSB  32-250 213;0,001489;22,06276
KSB  32-250 213;0,001490;22,06264
KSB  32-250 213;0,001491;22,06251
KSB  32-250 213;0,001492;22,06239
KSB  32-250 213;0,001493;22,06226
KSB  32-250 213;0,001494;22,06214
KSB  32-250 213;0,001495;22,06201
KSB  32-250 213;0,001496;22,06188
KSB  32-250 213;0,001497;22,06176
KSB  32-250 213;0,001498;22,06163
KSB  32-250 213;0,001499;22,0615
KSB  32-250 213;0,001500;22,06138
KSB  32-250 213;0,001501;22,06125
KSB  32-250 213;0,001502;22,06112
KSB  32-250 213;0,001503;22,061
KSB  32-250 213;0,001504;22,06087
KSB  32-250 213;0,001505;22,06074
KSB  32-250 213;0,001506;22,06061
KSB  32-250 213;0,001507;22,06049
KSB  32-250 213;0,001508;22,06036
KSB  32-250 213;0,001509;22,06023
KSB  32-250 213;0,001510;22,06011
KSB  32-250 213;0,001511;22,05998
KSB  32-250 213;0,001512;22,05985
KSB  32-250 213;0,001513;22,05972
KSB  32-250 213;0,001514;22,05959
KSB  32-250 213;0,001515;22,05947
KSB  32-250 213;0,001516;22,05934
KSB  32-250 213;0,001517;22,05921
KSB  32-250 213;0,001518;22,05908
KSB  32-250 213;0,001519;22,05895
KSB  32-250 213;0,001520;22,05882
KSB  32-250 213;0,001521;22,0587
KSB  32-250 213;0,001522;22,05857
KSB  32-250 213;0,001523;22,05844
KSB  32-250 213;0,001524;22,05831
KSB  32-250 213;0,001525;22,05818
KSB  32-250 213;0,001526;22,05805
KSB  32-250 213;0,001527;22,05792
KSB  32-250 213;0,001528;22,05779
KSB  32-250 213;0,001529;22,05766
KSB  32-250 213;0,001530;22,05753
KSB  32-250 213;0,001531;22,0574
KSB  32-250 213;0,001532;22,05727
KSB  32-250 213;0,001533;22,05714
KSB  32-250 213;0,001534;22,05701
KSB  32-250 213;0,001535;22,05688
KSB  32-250 213;0,001536;22,05675
KSB  32-250 213;0,001537;22,05662
KSB  32-250 213;0,001538;22,05649
KSB  32-250 213;0,001539;22,05636
KSB  32-250 213;0,001540;22,05623
KSB  32-250 213;0,001541;22,0561
KSB  32-250 213;0,001542;22,05597
KSB  32-250 213;0,001543;22,05584
KSB  32-250 213;0,001544;22,05571
KSB  32-250 213;0,001545;22,05557
KSB  32-250 213;0,001546;22,05544
KSB  32-250 213;0,001547;22,05531
KSB  32-250 213;0,001548;22,05518
KSB  32-250 213;0,001549;22,05505
KSB  32-250 213;0,001550;22,05492
KSB  32-250 213;0,001551;22,05478
KSB  32-250 213;0,001552;22,05465
KSB  32-250 213;0,001553;22,05452
KSB  32-250 213;0,001554;22,05439
KSB  32-250 213;0,001555;22,05425
KSB  32-250 213;0,001556;22,05412
KSB  32-250 213;0,001557;22,05399
KSB  32-250 213;0,001558;22,05386
KSB  32-250 213;0,001559;22,05372
KSB  32-250 213;0,001560;22,05359
KSB  32-250 213;0,001561;22,05346
KSB  32-250 213;0,001562;22,05332
KSB  32-250 213;0,001563;22,05319
KSB  32-250 213;0,001564;22,05306
KSB  32-250 213;0,001565;22,05292
KSB  32-250 213;0,001566;22,05279
KSB  32-250 213;0,001567;22,05265
KSB  32-250 213;0,001568;22,05252
KSB  32-250 213;0,001569;22,05238
KSB  32-250 213;0,001570;22,05225
KSB  32-250 213;0,001571;22,05212
KSB  32-250 213;0,001572;22,05198
KSB  32-250 213;0,001573;22,05185
KSB  32-250 213;0,001574;22,05171
KSB  32-250 213;0,001575;22,05158
KSB  32-250 213;0,001576;22,05144
KSB  32-250 213;0,001577;22,0513
KSB  32-250 213;0,001578;22,05117
KSB  32-250 213;0,001579;22,05103
KSB  32-250 213;0,001580;22,0509
KSB  32-250 213;0,001581;22,05076
KSB  32-250 213;0,001582;22,05063
KSB  32-250 213;0,001583;22,05049
KSB  32-250 213;0,001584;22,05035
KSB  32-250 213;0,001585;22,05022
KSB  32-250 213;0,001586;22,05008
KSB  32-250 213;0,001587;22,04994
KSB  32-250 213;0,001588;22,04981
KSB  32-250 213;0,001589;22,04967
KSB  32-250 213;0,001590;22,04953
KSB  32-250 213;0,001591;22,04939
KSB  32-250 213;0,001592;22,04926
KSB  32-250 213;0,001593;22,04912
KSB  32-250 213;0,001594;22,04898
KSB  32-250 213;0,001595;22,04884
KSB  32-250 213;0,001596;22,0487
KSB  32-250 213;0,001597;22,04857
KSB  32-250 213;0,001598;22,04843
KSB  32-250 213;0,001599;22,04829
KSB  32-250 213;0,001600;22,04815
KSB  32-250 213;0,001601;22,04801
KSB  32-250 213;0,001602;22,04787
KSB  32-250 213;0,001603;22,04773
KSB  32-250 213;0,001604;22,04759
KSB  32-250 213;0,001605;22,04745
KSB  32-250 213;0,001606;22,04732
KSB  32-250 213;0,001607;22,04718
KSB  32-250 213;0,001608;22,04704
KSB  32-250 213;0,001609;22,0469
KSB  32-250 213;0,001610;22,04676
KSB  32-250 213;0,001611;22,04661
KSB  32-250 213;0,001612;22,04647
KSB  32-250 213;0,001613;22,04633
KSB  32-250 213;0,001614;22,04619
KSB  32-250 213;0,001615;22,04605
KSB  32-250 213;0,001616;22,04591
KSB  32-250 213;0,001617;22,04577
KSB  32-250 213;0,001618;22,04563
KSB  32-250 213;0,001619;22,04549
KSB  32-250 213;0,001620;22,04534
KSB  32-250 213;0,001621;22,0452
KSB  32-250 213;0,001622;22,04506
KSB  32-250 213;0,001623;22,04492
KSB  32-250 213;0,001624;22,04477
KSB  32-250 213;0,001625;22,04463
KSB  32-250 213;0,001626;22,04449
KSB  32-250 213;0,001627;22,04435
KSB  32-250 213;0,001628;22,0442
KSB  32-250 213;0,001629;22,04406
KSB  32-250 213;0,001630;22,04392
KSB  32-250 213;0,001631;22,04377
KSB  32-250 213;0,001632;22,04363
KSB  32-250 213;0,001633;22,04348
KSB  32-250 213;0,001634;22,04334
KSB  32-250 213;0,001635;22,0432
KSB  32-250 213;0,001636;22,04305
KSB  32-250 213;0,001637;22,04291
KSB  32-250 213;0,001638;22,04276
KSB  32-250 213;0,001639;22,04262
KSB  32-250 213;0,001640;22,04247
KSB  32-250 213;0,001641;22,04233
KSB  32-250 213;0,001642;22,04218
KSB  32-250 213;0,001643;22,04204
KSB  32-250 213;0,001644;22,04189
KSB  32-250 213;0,001645;22,04174
KSB  32-250 213;0,001646;22,0416
KSB  32-250 213;0,001647;22,04145
KSB  32-250 213;0,001648;22,0413
KSB  32-250 213;0,001649;22,04116
KSB  32-250 213;0,001650;22,04101
KSB  32-250 213;0,001651;22,04086
KSB  32-250 213;0,001652;22,04072
KSB  32-250 213;0,001653;22,04057
KSB  32-250 213;0,001654;22,04042
KSB  32-250 213;0,001655;22,04027
KSB  32-250 213;0,001656;22,04012
KSB  32-250 213;0,001657;22,03998
KSB  32-250 213;0,001658;22,03983
KSB  32-250 213;0,001659;22,03968
KSB  32-250 213;0,001660;22,03953
KSB  32-250 213;0,001661;22,03938
KSB  32-250 213;0,001662;22,03923
KSB  32-250 213;0,001663;22,03908
KSB  32-250 213;0,001664;22,03893
KSB  32-250 213;0,001665;22,03878
KSB  32-250 213;0,001666;22,03863
KSB  32-250 213;0,001667;22,03848
KSB  32-250 213;0,001668;22,03833
KSB  32-250 213;0,001669;22,03818
KSB  32-250 213;0,001670;22,03803
KSB  32-250 213;0,001671;22,03788
KSB  32-250 213;0,001672;22,03773
KSB  32-250 213;0,001673;22,03758
KSB  32-250 213;0,001674;22,03743
KSB  32-250 213;0,001675;22,03728
KSB  32-250 213;0,001676;22,03712
KSB  32-250 213;0,001677;22,03697
KSB  32-250 213;0,001678;22,03682
KSB  32-250 213;0,001679;22,03667
KSB  32-250 213;0,001680;22,03651
KSB  32-250 213;0,001681;22,03636
KSB  32-250 213;0,001682;22,03621
KSB  32-250 213;0,001683;22,03606
KSB  32-250 213;0,001684;22,0359
KSB  32-250 213;0,001685;22,03575
KSB  32-250 213;0,001686;22,03559
KSB  32-250 213;0,001687;22,03544
KSB  32-250 213;0,001688;22,03529
KSB  32-250 213;0,001689;22,03513
KSB  32-250 213;0,001690;22,03498
KSB  32-250 213;0,001691;22,03482
KSB  32-250 213;0,001692;22,03467
KSB  32-250 213;0,001693;22,03451
KSB  32-250 213;0,001694;22,03436
KSB  32-250 213;0,001695;22,0342
KSB  32-250 213;0,001696;22,03405
KSB  32-250 213;0,001697;22,03389
KSB  32-250 213;0,001698;22,03373
KSB  32-250 213;0,001699;22,03358
KSB  32-250 213;0,001700;22,03342
KSB  32-250 213;0,001701;22,03326
KSB  32-250 213;0,001702;22,03311
KSB  32-250 213;0,001703;22,03295
KSB  32-250 213;0,001704;22,03279
KSB  32-250 213;0,001705;22,03263
KSB  32-250 213;0,001706;22,03248
KSB  32-250 213;0,001707;22,03232
KSB  32-250 213;0,001708;22,03216
KSB  32-250 213;0,001709;22,032
KSB  32-250 213;0,001710;22,03184
KSB  32-250 213;0,001711;22,03168
KSB  32-250 213;0,001712;22,03152
KSB  32-250 213;0,001713;22,03136
KSB  32-250 213;0,001714;22,0312
KSB  32-250 213;0,001715;22,03104
KSB  32-250 213;0,001716;22,03088
KSB  32-250 213;0,001717;22,03072
KSB  32-250 213;0,001718;22,03056
KSB  32-250 213;0,001719;22,0304
KSB  32-250 213;0,001720;22,03024
KSB  32-250 213;0,001721;22,03008
KSB  32-250 213;0,001722;22,02992
KSB  32-250 213;0,001723;22,02976
KSB  32-250 213;0,001724;22,0296
KSB  32-250 213;0,001725;22,02943
KSB  32-250 213;0,001726;22,02927
KSB  32-250 213;0,001727;22,02911
KSB  32-250 213;0,001728;22,02895
KSB  32-250 213;0,001729;22,02878
KSB  32-250 213;0,001730;22,02862
KSB  32-250 213;0,001731;22,02846
KSB  32-250 213;0,001732;22,02829
KSB  32-250 213;0,001733;22,02813
KSB  32-250 213;0,001734;22,02796
KSB  32-250 213;0,001735;22,0278
KSB  32-250 213;0,001736;22,02764
KSB  32-250 213;0,001737;22,02747
KSB  32-250 213;0,001738;22,02731
KSB  32-250 213;0,001739;22,02714
KSB  32-250 213;0,001740;22,02698
KSB  32-250 213;0,001741;22,02681
KSB  32-250 213;0,001742;22,02664
KSB  32-250 213;0,001743;22,02648
KSB  32-250 213;0,001744;22,02631
KSB  32-250 213;0,001745;22,02614
KSB  32-250 213;0,001746;22,02598
KSB  32-250 213;0,001747;22,02581
KSB  32-250 213;0,001748;22,02564
KSB  32-250 213;0,001749;22,02548
KSB  32-250 213;0,001750;22,02531
KSB  32-250 213;0,001751;22,02514
KSB  32-250 213;0,001752;22,02497
KSB  32-250 213;0,001753;22,0248
KSB  32-250 213;0,001754;22,02463
KSB  32-250 213;0,001755;22,02446
KSB  32-250 213;0,001756;22,0243
KSB  32-250 213;0,001757;22,02413
KSB  32-250 213;0,001758;22,02396
KSB  32-250 213;0,001759;22,02379
KSB  32-250 213;0,001760;22,02362
KSB  32-250 213;0,001761;22,02345
KSB  32-250 213;0,001762;22,02327
KSB  32-250 213;0,001763;22,0231
KSB  32-250 213;0,001764;22,02293
KSB  32-250 213;0,001765;22,02276
KSB  32-250 213;0,001766;22,02259
KSB  32-250 213;0,001767;22,02242
KSB  32-250 213;0,001768;22,02224
KSB  32-250 213;0,001769;22,02207
KSB  32-250 213;0,001770;22,0219
KSB  32-250 213;0,001771;22,02173
KSB  32-250 213;0,001772;22,02155
KSB  32-250 213;0,001773;22,02138
KSB  32-250 213;0,001774;22,02121
KSB  32-250 213;0,001775;22,02103
KSB  32-250 213;0,001776;22,02086
KSB  32-250 213;0,001777;22,02068
KSB  32-250 213;0,001778;22,02051
KSB  32-250 213;0,001779;22,02033
KSB  32-250 213;0,001780;22,02016
KSB  32-250 213;0,001781;22,01998
KSB  32-250 213;0,001782;22,01981
KSB  32-250 213;0,001783;22,01963
KSB  32-250 213;0,001784;22,01945
KSB  32-250 213;0,001785;22,01928
KSB  32-250 213;0,001786;22,0191
KSB  32-250 213;0,001787;22,01892
KSB  32-250 213;0,001788;22,01875
KSB  32-250 213;0,001789;22,01857
KSB  32-250 213;0,001790;22,01839
KSB  32-250 213;0,001791;22,01821
KSB  32-250 213;0,001792;22,01804
KSB  32-250 213;0,001793;22,01786
KSB  32-250 213;0,001794;22,01768
KSB  32-250 213;0,001795;22,0175
KSB  32-250 213;0,001796;22,01732
KSB  32-250 213;0,001797;22,01714
KSB  32-250 213;0,001798;22,01696
KSB  32-250 213;0,001799;22,01678
KSB  32-250 213;0,001800;22,0166
KSB  32-250 213;0,001801;22,01642
KSB  32-250 213;0,001802;22,01624
KSB  32-250 213;0,001803;22,01606
KSB  32-250 213;0,001804;22,01587
KSB  32-250 213;0,001805;22,01569
KSB  32-250 213;0,001806;22,01551
KSB  32-250 213;0,001807;22,01533
KSB  32-250 213;0,001808;22,01515
KSB  32-250 213;0,001809;22,01496
KSB  32-250 213;0,001810;22,01478
KSB  32-250 213;0,001811;22,0146
KSB  32-250 213;0,001812;22,01441
KSB  32-250 213;0,001813;22,01423
KSB  32-250 213;0,001814;22,01404
KSB  32-250 213;0,001815;22,01386
KSB  32-250 213;0,001816;22,01367
KSB  32-250 213;0,001817;22,01349
KSB  32-250 213;0,001818;22,0133
KSB  32-250 213;0,001819;22,01312
KSB  32-250 213;0,001820;22,01293
KSB  32-250 213;0,001821;22,01275
KSB  32-250 213;0,001822;22,01256
KSB  32-250 213;0,001823;22,01237
KSB  32-250 213;0,001824;22,01219
KSB  32-250 213;0,001825;22,012
KSB  32-250 213;0,001826;22,01181
KSB  32-250 213;0,001827;22,01162
KSB  32-250 213;0,001828;22,01144
KSB  32-250 213;0,001829;22,01125
KSB  32-250 213;0,001830;22,01106
KSB  32-250 213;0,001831;22,01087
KSB  32-250 213;0,001832;22,01068
KSB  32-250 213;0,001833;22,01049
KSB  32-250 213;0,001834;22,0103
KSB  32-250 213;0,001835;22,01011
KSB  32-250 213;0,001836;22,00992
KSB  32-250 213;0,001837;22,00973
KSB  32-250 213;0,001838;22,00954
KSB  32-250 213;0,001839;22,00935
KSB  32-250 213;0,001840;22,00915
KSB  32-250 213;0,001841;22,00896
KSB  32-250 213;0,001842;22,00877
KSB  32-250 213;0,001843;22,00858
KSB  32-250 213;0,001844;22,00839
KSB  32-250 213;0,001845;22,00819
KSB  32-250 213;0,001846;22,008
KSB  32-250 213;0,001847;22,00781
KSB  32-250 213;0,001848;22,00761
KSB  32-250 213;0,001849;22,00742
KSB  32-250 213;0,001850;22,00722
KSB  32-250 213;0,001851;22,00703
KSB  32-250 213;0,001852;22,00683
KSB  32-250 213;0,001853;22,00664
KSB  32-250 213;0,001854;22,00644
KSB  32-250 213;0,001855;22,00625
KSB  32-250 213;0,001856;22,00605
KSB  32-250 213;0,001857;22,00585
KSB  32-250 213;0,001858;22,00566
KSB  32-250 213;0,001859;22,00546
KSB  32-250 213;0,001860;22,00526
KSB  32-250 213;0,001861;22,00506
KSB  32-250 213;0,001862;22,00486
KSB  32-250 213;0,001863;22,00467
KSB  32-250 213;0,001864;22,00447
KSB  32-250 213;0,001865;22,00427
KSB  32-250 213;0,001866;22,00407
KSB  32-250 213;0,001867;22,00387
KSB  32-250 213;0,001868;22,00367
KSB  32-250 213;0,001869;22,00347
KSB  32-250 213;0,001870;22,00327
KSB  32-250 213;0,001871;22,00307
KSB  32-250 213;0,001872;22,00287
KSB  32-250 213;0,001873;22,00266
KSB  32-250 213;0,001874;22,00246
KSB  32-250 213;0,001875;22,00226
KSB  32-250 213;0,001876;22,00206
KSB  32-250 213;0,001877;22,00186
KSB  32-250 213;0,001878;22,00165
KSB  32-250 213;0,001879;22,00145
KSB  32-250 213;0,001880;22,00125
KSB  32-250 213;0,001881;22,00104
KSB  32-250 213;0,001882;22,00084
KSB  32-250 213;0,001883;22,00063
KSB  32-250 213;0,001884;22,00043
KSB  32-250 213;0,001885;22,00022
KSB  32-250 213;0,001886;22,00002
KSB  32-250 213;0,001887;21,99981
KSB  32-250 213;0,001888;21,9996
KSB  32-250 213;0,001889;21,9994
KSB  32-250 213;0,001890;21,99919
KSB  32-250 213;0,001891;21,99898
KSB  32-250 213;0,001892;21,99878
KSB  32-250 213;0,001893;21,99857
KSB  32-250 213;0,001894;21,99836
KSB  32-250 213;0,001895;21,99815
KSB  32-250 213;0,001896;21,99794
KSB  32-250 213;0,001897;21,99773
KSB  32-250 213;0,001898;21,99752
KSB  32-250 213;0,001899;21,99731
KSB  32-250 213;0,001900;21,9971
KSB  32-250 213;0,001901;21,99689
KSB  32-250 213;0,001902;21,99668
KSB  32-250 213;0,001903;21,99647
KSB  32-250 213;0,001904;21,99626
KSB  32-250 213;0,001905;21,99605
KSB  32-250 213;0,001906;21,99584
KSB  32-250 213;0,001907;21,99562
KSB  32-250 213;0,001908;21,99541
KSB  32-250 213;0,001909;21,9952
KSB  32-250 213;0,001910;21,99499
KSB  32-250 213;0,001911;21,99477
KSB  32-250 213;0,001912;21,99456
KSB  32-250 213;0,001913;21,99434
KSB  32-250 213;0,001914;21,99413
KSB  32-250 213;0,001915;21,99391
KSB  32-250 213;0,001916;21,9937
KSB  32-250 213;0,001917;21,99348
KSB  32-250 213;0,001918;21,99327
KSB  32-250 213;0,001919;21,99305
KSB  32-250 213;0,001920;21,99283
KSB  32-250 213;0,001921;21,99262
KSB  32-250 213;0,001922;21,9924
KSB  32-250 213;0,001923;21,99218
KSB  32-250 213;0,001924;21,99196
KSB  32-250 213;0,001925;21,99174
KSB  32-250 213;0,001926;21,99153
KSB  32-250 213;0,001927;21,99131
KSB  32-250 213;0,001928;21,99109
KSB  32-250 213;0,001929;21,99087
KSB  32-250 213;0,001930;21,99065
KSB  32-250 213;0,001931;21,99043
KSB  32-250 213;0,001932;21,99021
KSB  32-250 213;0,001933;21,98998
KSB  32-250 213;0,001934;21,98976
KSB  32-250 213;0,001935;21,98954
KSB  32-250 213;0,001936;21,98932
KSB  32-250 213;0,001937;21,9891
KSB  32-250 213;0,001938;21,98887
KSB  32-250 213;0,001939;21,98865
KSB  32-250 213;0,001940;21,98843
KSB  32-250 213;0,001941;21,9882
KSB  32-250 213;0,001942;21,98798
KSB  32-250 213;0,001943;21,98775
KSB  32-250 213;0,001944;21,98753
KSB  32-250 213;0,001945;21,9873
KSB  32-250 213;0,001946;21,98708
KSB  32-250 213;0,001947;21,98685
KSB  32-250 213;0,001948;21,98663
KSB  32-250 213;0,001949;21,9864
KSB  32-250 213;0,001950;21,98617
KSB  32-250 213;0,001951;21,98594
KSB  32-250 213;0,001952;21,98572
KSB  32-250 213;0,001953;21,98549
KSB  32-250 213;0,001954;21,98526
KSB  32-250 213;0,001955;21,98503
KSB  32-250 213;0,001956;21,9848
KSB  32-250 213;0,001957;21,98457
KSB  32-250 213;0,001958;21,98434
KSB  32-250 213;0,001959;21,98411
KSB  32-250 213;0,001960;21,98388
KSB  32-250 213;0,001961;21,98365
KSB  32-250 213;0,001962;21,98342
KSB  32-250 213;0,001963;21,98319
KSB  32-250 213;0,001964;21,98295
KSB  32-250 213;0,001965;21,98272
KSB  32-250 213;0,001966;21,98249
KSB  32-250 213;0,001967;21,98226
KSB  32-250 213;0,001968;21,98202
KSB  32-250 213;0,001969;21,98179
KSB  32-250 213;0,001970;21,98155
KSB  32-250 213;0,001971;21,98132
KSB  32-250 213;0,001972;21,98108
KSB  32-250 213;0,001973;21,98085
KSB  32-250 213;0,001974;21,98061
KSB  32-250 213;0,001975;21,98038
KSB  32-250 213;0,001976;21,98014
KSB  32-250 213;0,001977;21,9799
KSB  32-250 213;0,001978;21,97967
KSB  32-250 213;0,001979;21,97943
KSB  32-250 213;0,001980;21,97919
KSB  32-250 213;0,001981;21,97895
KSB  32-250 213;0,001982;21,97871
KSB  32-250 213;0,001983;21,97847
KSB  32-250 213;0,001984;21,97823
KSB  32-250 213;0,001985;21,97799
KSB  32-250 213;0,001986;21,97775
KSB  32-250 213;0,001987;21,97751
KSB  32-250 213;0,001988;21,97727
KSB  32-250 213;0,001989;21,97703
KSB  32-250 213;0,001990;21,97679
KSB  32-250 213;0,001991;21,97655
KSB  32-250 213;0,001992;21,97631
KSB  32-250 213;0,001993;21,97606
KSB  32-250 213;0,001994;21,97582
KSB  32-250 213;0,001995;21,97558
KSB  32-250 213;0,001996;21,97533
KSB  32-250 213;0,001997;21,97509
KSB  32-250 213;0,001998;21,97484
KSB  32-250 213;0,001999;21,9746
KSB  32-250 213;0,002000;21,97435
KSB  32-250 213;0,002001;21,97411
KSB  32-250 213;0,002002;21,97386
KSB  32-250 213;0,002003;21,97361
KSB  32-250 213;0,002004;21,97337
KSB  32-250 213;0,002005;21,97312
KSB  32-250 213;0,002006;21,97287
KSB  32-250 213;0,002007;21,97262
KSB  32-250 213;0,002008;21,97237
KSB  32-250 213;0,002009;21,97212
KSB  32-250 213;0,002010;21,97187
KSB  32-250 213;0,002011;21,97162
KSB  32-250 213;0,002012;21,97137
KSB  32-250 213;0,002013;21,97112
KSB  32-250 213;0,002014;21,97087
KSB  32-250 213;0,002015;21,97062
KSB  32-250 213;0,002016;21,97037
KSB  32-250 213;0,002017;21,97012
KSB  32-250 213;0,002018;21,96986
KSB  32-250 213;0,002019;21,96961
KSB  32-250 213;0,002020;21,96936
KSB  32-250 213;0,002021;21,9691
KSB  32-250 213;0,002022;21,96885
KSB  32-250 213;0,002023;21,9686
KSB  32-250 213;0,002024;21,96834
KSB  32-250 213;0,002025;21,96809
KSB  32-250 213;0,002026;21,96783
KSB  32-250 213;0,002027;21,96757
KSB  32-250 213;0,002028;21,96732
KSB  32-250 213;0,002029;21,96706
KSB  32-250 213;0,002030;21,9668
KSB  32-250 213;0,002031;21,96654
KSB  32-250 213;0,002032;21,96629
KSB  32-250 213;0,002033;21,96603
KSB  32-250 213;0,002034;21,96577
KSB  32-250 213;0,002035;21,96551
KSB  32-250 213;0,002036;21,96525
KSB  32-250 213;0,002037;21,96499
KSB  32-250 213;0,002038;21,96473
KSB  32-250 213;0,002039;21,96447
KSB  32-250 213;0,002040;21,96421
KSB  32-250 213;0,002041;21,96394
KSB  32-250 213;0,002042;21,96368
KSB  32-250 213;0,002043;21,96342
KSB  32-250 213;0,002044;21,96316
KSB  32-250 213;0,002045;21,96289
KSB  32-250 213;0,002046;21,96263
KSB  32-250 213;0,002047;21,96237
KSB  32-250 213;0,002048;21,9621
KSB  32-250 213;0,002049;21,96184
KSB  32-250 213;0,002050;21,96157
KSB  32-250 213;0,002051;21,9613
KSB  32-250 213;0,002052;21,96104
KSB  32-250 213;0,002053;21,96077
KSB  32-250 213;0,002054;21,9605
KSB  32-250 213;0,002055;21,96024
KSB  32-250 213;0,002056;21,95997
KSB  32-250 213;0,002057;21,9597
KSB  32-250 213;0,002058;21,95943
KSB  32-250 213;0,002059;21,95916
KSB  32-250 213;0,002060;21,95889
KSB  32-250 213;0,002061;21,95862
KSB  32-250 213;0,002062;21,95835
KSB  32-250 213;0,002063;21,95808
KSB  32-250 213;0,002064;21,95781
KSB  32-250 213;0,002065;21,95754
KSB  32-250 213;0,002066;21,95727
KSB  32-250 213;0,002067;21,95699
KSB  32-250 213;0,002068;21,95672
KSB  32-250 213;0,002069;21,95645
KSB  32-250 213;0,002070;21,95617
KSB  32-250 213;0,002071;21,9559
KSB  32-250 213;0,002072;21,95562
KSB  32-250 213;0,002073;21,95535
KSB  32-250 213;0,002074;21,95507
KSB  32-250 213;0,002075;21,9548
KSB  32-250 213;0,002076;21,95452
KSB  32-250 213;0,002077;21,95424
KSB  32-250 213;0,002078;21,95397
KSB  32-250 213;0,002079;21,95369
KSB  32-250 213;0,002080;21,95341
KSB  32-250 213;0,002081;21,95313
KSB  32-250 213;0,002082;21,95285
KSB  32-250 213;0,002083;21,95257
KSB  32-250 213;0,002084;21,95229
KSB  32-250 213;0,002085;21,95201
KSB  32-250 213;0,002086;21,95173
KSB  32-250 213;0,002087;21,95145
KSB  32-250 213;0,002088;21,95117
KSB  32-250 213;0,002089;21,95089
KSB  32-250 213;0,002090;21,9506
KSB  32-250 213;0,002091;21,95032
KSB  32-250 213;0,002092;21,95004
KSB  32-250 213;0,002093;21,94975
KSB  32-250 213;0,002094;21,94947
KSB  32-250 213;0,002095;21,94919
KSB  32-250 213;0,002096;21,9489
KSB  32-250 213;0,002097;21,94861
KSB  32-250 213;0,002098;21,94833
KSB  32-250 213;0,002099;21,94804
KSB  32-250 213;0,002100;21,94776
KSB  32-250 213;0,002101;21,94747
KSB  32-250 213;0,002102;21,94718
KSB  32-250 213;0,002103;21,94689
KSB  32-250 213;0,002104;21,9466
KSB  32-250 213;0,002105;21,94631
KSB  32-250 213;0,002106;21,94602
KSB  32-250 213;0,002107;21,94573
KSB  32-250 213;0,002108;21,94544
KSB  32-250 213;0,002109;21,94515
KSB  32-250 213;0,002110;21,94486
KSB  32-250 213;0,002111;21,94457
KSB  32-250 213;0,002112;21,94428
KSB  32-250 213;0,002113;21,94399
KSB  32-250 213;0,002114;21,94369
KSB  32-250 213;0,002115;21,9434
KSB  32-250 213;0,002116;21,9431
KSB  32-250 213;0,002117;21,94281
KSB  32-250 213;0,002118;21,94251
KSB  32-250 213;0,002119;21,94222
KSB  32-250 213;0,002120;21,94192
KSB  32-250 213;0,002121;21,94163
KSB  32-250 213;0,002122;21,94133
KSB  32-250 213;0,002123;21,94103
KSB  32-250 213;0,002124;21,94074
KSB  32-250 213;0,002125;21,94044
KSB  32-250 213;0,002126;21,94014
KSB  32-250 213;0,002127;21,93984
KSB  32-250 213;0,002128;21,93954
KSB  32-250 213;0,002129;21,93924
KSB  32-250 213;0,002130;21,93894
KSB  32-250 213;0,002131;21,93864
KSB  32-250 213;0,002132;21,93834
KSB  32-250 213;0,002133;21,93804
KSB  32-250 213;0,002134;21,93773
KSB  32-250 213;0,002135;21,93743
KSB  32-250 213;0,002136;21,93713
KSB  32-250 213;0,002137;21,93682
KSB  32-250 213;0,002138;21,93652
KSB  32-250 213;0,002139;21,93622
KSB  32-250 213;0,002140;21,93591
KSB  32-250 213;0,002141;21,9356
KSB  32-250 213;0,002142;21,9353
KSB  32-250 213;0,002143;21,93499
KSB  32-250 213;0,002144;21,93469
KSB  32-250 213;0,002145;21,93438
KSB  32-250 213;0,002146;21,93407
KSB  32-250 213;0,002147;21,93376
KSB  32-250 213;0,002148;21,93345
KSB  32-250 213;0,002149;21,93314
KSB  32-250 213;0,002150;21,93283
KSB  32-250 213;0,002151;21,93252
KSB  32-250 213;0,002152;21,93221
KSB  32-250 213;0,002153;21,9319
KSB  32-250 213;0,002154;21,93159
KSB  32-250 213;0,002155;21,93128
KSB  32-250 213;0,002156;21,93097
KSB  32-250 213;0,002157;21,93065
KSB  32-250 213;0,002158;21,93034
KSB  32-250 213;0,002159;21,93002
KSB  32-250 213;0,002160;21,92971
